#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-29 07:09:27
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-29 07:09:27 GET / - 51.15.138.248 HTTP/1.0 Mozilla/5.0+(Windows+NT+10.0;+rv:61.0)+Gecko/20100101+Firefox/61.0 - 200 34855 260
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-29 08:26:55
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-29 08:26:54 GET / - 180.76.15.33 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 8228 225
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-29 08:43:33
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-30 03:17:23 GET /images/banner5.jpg - 66.249.82.168 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 680331 553
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-30 03:39:41
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-30 03:39:40 POST /get.php - 193.106.30.99 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:34.0)+Gecko/20100101+Firefox/34.0 - 404 1405 355
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-30 04:25:34
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-30 04:25:34 GET / - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 https://www.google.co.nz/ 200 8209 472
2018-06-30 04:25:34 GET /css/jQuery.lightninBox.css - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1481 407
2018-06-30 04:25:34 GET /css/team.css - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1027 393
2018-06-30 04:25:34 GET /css/font-awesome.min.css - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 8118 405
2018-06-30 04:25:34 GET /images/logo.png - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 9464 417
2018-06-30 04:25:34 GET /js/modernizr.custom.js - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 4923 388
2018-06-30 04:25:35 GET /css/style.css - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 11722 394
2018-06-30 04:25:35 GET /css/bootstrap.min.css - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 27990 402
2018-06-30 04:25:35 GET /js/jquery.min.js - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 43185 382
2018-06-30 04:25:35 GET /js/SmoothScroll.min.js - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 3749 388
2018-06-30 04:25:35 GET /js/main.js - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 871 376
2018-06-30 04:25:35 GET /js/jQuery.lightninBox.js - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 3081 390
2018-06-30 04:25:35 GET /js/bootstrap.min.js - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 13266 385
2018-06-30 04:25:35 GET /fonts/fontawesome-webfont.woff2 - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/css/font-awesome.min.css 404 1405 469
2018-06-30 04:25:35 GET /js/boot_slider.js - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 2045 383
2018-06-30 04:25:35 GET /css/images/cd-top-arrow.svg - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/css/style.css 404 1405 442
2018-06-30 04:25:35 GET /js/cbpFWTabs.js - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1208 381
2018-06-30 04:25:36 GET /fonts/fontawesome-webfont.woff - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/css/font-awesome.min.css 404 1405 468
2018-06-30 04:25:38 GET /images/team3.jpg - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 843003 418
2018-06-30 04:25:38 GET /images/banner1.jpg - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 553071 420
2018-06-30 04:25:40 GET /images/banner2.jpg - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 46855 420
2018-06-30 04:25:40 GET /images/team4.jpg - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 957546 418
2018-06-30 04:25:40 GET /fonts/fontawesome-webfont.ttf - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/css/font-awesome.min.css 200 152629 467
2018-06-30 04:25:41 GET /images/team1.jpg - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 982372 418
2018-06-30 04:25:42 GET /images/work-img4.jpg - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 946466 422
2018-06-30 04:25:42 GET /images/work-img1.jpg - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 889310 422
2018-06-30 04:25:42 GET /images/work-img2.jpg - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1001601 422
2018-06-30 04:25:44 GET /images/team2.jpg - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 920251 418
2018-06-30 04:25:44 GET /images/banner3.jpg - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 448536 420
2018-06-30 04:25:44 GET /images/work-img3.jpg - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 943143 422
2018-06-30 04:25:45 GET /images/work-img7.jpg - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1067450 422
2018-06-30 04:25:45 GET /images/work-img6.jpg - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1093416 422
2018-06-30 04:25:47 GET /images/work-img10.jpg - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 968132 423
2018-06-30 04:25:48 GET /images/work-img5.jpg - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 869467 422
2018-06-30 04:25:48 GET /images/work-img11.jpg - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 891396 423
2018-06-30 04:25:48 GET /images/work-img9.jpg - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1018615 422
2018-06-30 04:25:48 GET /images/work-img12.jpg - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 961465 423
2018-06-30 04:25:48 GET /images/xtra_logo.png - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 26596 422
2018-06-30 04:25:48 GET /images/banner4.jpg - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 747680 420
2018-06-30 04:25:50 GET /images/info.jpg - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/css/style.css 200 729150 430
2018-06-30 04:25:50 GET /images/work-img8.jpg - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 915658 422
2018-06-30 04:25:50 GET /images/banner5.jpg - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 680331 420
2018-06-30 04:25:50 GET /favicon.ico - 119.224.57.50 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G920I+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 404 1405 413
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-30 04:49:07
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-30 04:49:07 HEAD /config/AspCms_config.asp - 171.8.232.32 HTTP/1.1 - - 404 160 94
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-30 05:16:20
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-30 05:16:20 GET /css/jQuery.lightninBox.css - 180.76.15.12 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 1500 251
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-30 05:42:06
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-30 05:42:06 GET / - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 android-app://com.google.android.googlequicksearchbox 200 8209 502
2018-06-30 05:42:06 GET /css/jQuery.lightninBox.css - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1481 409
2018-06-30 05:42:07 GET /css/team.css - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1027 395
2018-06-30 05:42:07 GET /css/font-awesome.min.css - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 8118 407
2018-06-30 05:42:07 GET /js/modernizr.custom.js - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 4923 390
2018-06-30 05:42:07 GET /css/style.css - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 11722 396
2018-06-30 05:42:07 GET /css/bootstrap.min.css - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 27990 404
2018-06-30 05:42:08 GET /js/main.js - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 871 378
2018-06-30 05:42:08 GET /js/cbpFWTabs.js - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1208 383
2018-06-30 05:42:08 GET /js/jQuery.lightninBox.js - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 3081 392
2018-06-30 05:42:08 GET /js/SmoothScroll.min.js - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 3749 390
2018-06-30 05:42:08 GET /js/bootstrap.min.js - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 13266 387
2018-06-30 05:42:08 GET /js/jquery.min.js - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 43185 384
2018-06-30 05:42:08 GET /js/boot_slider.js - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 2045 385
2018-06-30 05:42:08 GET /images/logo.png - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 9464 419
2018-06-30 05:42:08 GET /css/images/cd-top-arrow.svg - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/css/style.css 404 1405 444
2018-06-30 05:42:18 GET /images/team1.jpg - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 982372 420
2018-06-30 05:42:18 GET /images/team2.jpg - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 920251 420
2018-06-30 05:42:20 GET /images/banner1.jpg - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 553071 422
2018-06-30 05:42:20 GET /images/banner2.jpg - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 46855 422
2018-06-30 05:42:23 GET /images/banner3.jpg - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 448536 422
2018-06-30 05:42:25 GET /images/team4.jpg - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 957546 420
2018-06-30 05:42:25 GET /images/team3.jpg - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 843003 420
2018-06-30 05:42:25 GET /images/banner4.jpg - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 747680 422
2018-06-30 05:42:27 GET /images/work-img3.jpg - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 943143 424
2018-06-30 05:42:31 GET /images/work-img5.jpg - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 869467 424
2018-06-30 05:42:32 GET /images/info.jpg - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/css/style.css 200 729150 432
2018-06-30 05:42:32 GET /images/work-img1.jpg - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 889310 424
2018-06-30 05:42:36 GET /images/work-img6.jpg - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1093416 424
2018-06-30 05:42:41 GET /images/work-img7.jpg - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1067450 424
2018-06-30 05:42:42 GET /images/work-img8.jpg - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 915658 424
