#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-01-28 09:37:20
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-01-28 09:37:20 GET / - 79.134.218.13 HTTP/1.1 <a+href="http://forum.windowsfaq.ru/">Forum.WindowsFAQ.ru</a> <a+href="http://forum.windowsfaq.ru/">Forum.WindowsFAQ.ru</a> 200 3376 305
2017-01-28 14:59:31 GET /js/menu.js - 157.55.39.152 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 1168 374
2017-01-28 14:59:41 GET /js/animated-headline.js - 157.55.39.85 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 2209 387
2017-01-28 14:59:41 GET /css/bootstrap.min.css - 207.46.13.150 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 27806 385
2017-01-28 14:59:41 GET /css/style.css - 207.46.13.150 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 5918 377
2017-01-28 14:59:42 GET /ionicons/css/ionicons.min.css - 207.46.13.150 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 10932 393
2017-01-28 14:59:54 GET /robots.txt - 40.77.167.91 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 404 1405 250
2017-01-28 14:59:55 GET /js/bootstrap.min.js - 40.77.167.91 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 13266 383
2017-01-28 14:59:55 GET /js/isotope.pkgd.min.js - 40.77.167.91 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 13789 386
2017-01-28 14:59:56 GET /js/jquery-2.1.1.js - 40.77.167.91 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 97203 382
2017-01-28 14:59:56 GET /js/modernizr.js - 40.77.167.91 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 19903 379
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-01-28 16:00:27
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-01-28 16:00:27 GET /robots.txt - 40.77.167.91 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 404 1405 250
2017-01-28 16:00:27 GET /robots.txt - 40.77.167.91 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 404 1405 250
2017-01-28 16:00:29 GET /js/isotope.pkgd.min.js - 40.77.167.91 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 13789 386
2017-01-28 16:00:30 GET /js/jquery-2.1.1.js - 40.77.167.91 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 97203 382
2017-01-28 16:00:31 GET /js/modernizr.js - 40.77.167.91 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 19903 379
2017-01-28 16:00:38 GET /ionicons/fonts/ionicons.svg - 207.46.13.150 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 404 1405 399
2017-01-28 16:00:40 GET /ionicons/fonts/ionicons.ttf - 207.46.13.150 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 188773 399
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-01-28 16:53:54
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-01-28 16:53:54 GET / - 45.63.20.151 HTTP/1.1 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.101+Safari/537.36 - 200 3376 326
2017-01-28 17:01:20 GET /js/modernizr.js - 131.253.27.32 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+BingPreview/1.0b - 200 51615 323
2017-01-28 17:01:22 GET /js/jquery-2.1.1.js - 131.253.27.32 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+BingPreview/1.0b - 200 247616 326
2017-01-28 17:01:22 GET /ionicons/fonts/ionicons.ttf - 131.253.27.32 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+BingPreview/1.0b - 200 188773 343
2017-01-28 17:01:33 GET /robots.txt - 40.77.167.91 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 404 1405 250
2017-01-28 17:05:06 GET / - 86.110.225.246 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2228.0+Safari/537.36 - 206 5296 243
2017-01-28 17:20:38 GET /robots.txt - 141.8.142.13 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 404 1405 187
2017-01-28 17:20:43 GET / - 178.154.189.33 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 200 3376 282
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-01-28 23:25:09
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-01-28 23:25:09 GET /index.html - 220.181.108.179 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 3396 239
2017-01-28 23:25:09 GET / - 220.181.108.170 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 2726 229
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-01-29 00:59:27
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-01-29 00:59:27 GET /robots.txt - 148.251.136.43 HTTP/1.1 Mozilla/5.0+(compatible;+BLEXBot/1.0;++http://webmeup-crawler.com/) - 404 1405 262
2017-01-29 00:59:28 GET /robots.txt - 148.251.136.43 HTTP/1.1 Mozilla/5.0+(compatible;+BLEXBot/1.0;++http://webmeup-crawler.com/) - 404 1405 266
2017-01-29 00:59:28 GET / - 148.251.136.43 HTTP/1.1 Mozilla/5.0+(compatible;+BLEXBot/1.0;++http://webmeup-crawler.com/) - 200 3376 256
2017-01-29 00:59:33 GET /about.html - 148.251.136.43 HTTP/1.1 Mozilla/5.0+(compatible;+BLEXBot/1.0;++http://webmeup-crawler.com/) - 200 2711 266
2017-01-29 00:59:41 GET /contact.html - 148.251.136.43 HTTP/1.1 Mozilla/5.0+(compatible;+BLEXBot/1.0;++http://webmeup-crawler.com/) - 200 2565 268
2017-01-29 01:00:08 GET /index.html - 148.251.136.43 HTTP/1.1 Mozilla/5.0+(compatible;+BLEXBot/1.0;++http://webmeup-crawler.com/) - 200 3376 266
2017-01-29 01:00:20 GET /portfolio.html - 148.251.136.43 HTTP/1.1 Mozilla/5.0+(compatible;+BLEXBot/1.0;++http://webmeup-crawler.com/) - 200 2704 270
2017-01-29 01:11:26 GET /robots.txt - 148.251.136.43 HTTP/1.1 Mozilla/5.0+(compatible;+BLEXBot/1.0;++http://webmeup-crawler.com/) - 404 1405 262
2017-01-29 01:11:27 GET /robots.txt - 148.251.136.43 HTTP/1.1 Mozilla/5.0+(compatible;+BLEXBot/1.0;++http://webmeup-crawler.com/) - 404 1405 266
2017-01-29 01:11:27 GET /services.html - 148.251.136.43 HTTP/1.1 Mozilla/5.0+(compatible;+BLEXBot/1.0;++http://webmeup-crawler.com/) - 200 2967 269
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-01-29 02:54:58
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-01-29 02:54:57 GET /robots.txt - 66.249.64.7 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 227
2017-01-29 02:54:58 GET / - 66.249.64.10 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 3376 294
2017-01-29 02:55:01 GET /css/bootstrap.min.css - 66.249.64.7 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://palacehotel.co.nz/ 200 27806 334
2017-01-29 02:55:01 GET /css/style.css - 66.249.64.7 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://palacehotel.co.nz/ 200 5918 326
2017-01-29 02:55:03 GET /ionicons/css/ionicons.min.css - 66.249.64.4 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://palacehotel.co.nz/ 200 10932 342
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-01-29 05:18:52
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-01-29 05:18:52 GET / - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 200 13738 203
2017-01-29 05:18:52 GET /about.html - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 200 5709 213
2017-01-29 05:18:52 GET /contact.html - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 200 6391 215
2017-01-29 05:18:52 GET /index.html - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 200 13738 213
2017-01-29 05:18:54 GET /portfolio.html - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 200 12622 217
2017-01-29 05:18:54 GET /services.html - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 200 7369 216
2017-01-29 05:18:54 GET /img/logo.png - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 200 22564 215
2017-01-29 05:18:54 GET /js/animated-headline.js - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 200 5815 226
2017-01-29 05:18:55 GET /js/bootstrap.min.js - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 200 37132 222
2017-01-29 05:18:55 GET /js/custom.js - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 200 2120 215
2017-01-29 05:18:55 GET /js/isotope.pkgd.min.js - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 200 38008 225
2017-01-29 05:18:57 GET /js/jquery-2.1.1.js - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 200 247616 221
2017-01-29 05:18:57 GET /js/menu.js - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 200 2093 213
2017-01-29 05:18:58 GET /js/modernizr.js - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 200 51615 218
2017-01-29 05:18:59 GET /js/lightbox-plus-jquery.min.js - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 200 93520 233
2017-01-29 05:19:00 GET /js/).children().detach().end()[this.options.html - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 404 1405 252
2017-01-29 05:19:00 GET /js/).html()||a.find( - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 404 1405 223
2017-01-29 05:19:01 GET /js/)[this.options.html - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 404 1405 226
2017-01-29 05:19:01 GET /js/).html(this.album[this.currentImageIndex].title).fadeIn( - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 404 1405 262
2017-01-29 05:19:02 GET /js/,data:b}).done(function(a){f=arguments,g.html(d - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 404 1405 256
2017-01-29 05:19:02 GET /js/'+b+' - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 404 1405 211
2017-01-29 05:19:03 GET /https:/www.facebook.com/Palace-Hotel-167729699947376 - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 404 1405 256
2017-01-29 05:19:03 GET /https:/oss.maxcdn.com/html5shiv/3.7.2/html5shiv.min.js - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 404 1405 258
2017-01-29 05:19:04 GET /https:/oss.maxcdn.com/respond/1.4.2/respond.min.js - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 404 1405 254
2017-01-29 05:19:04 GET /https:/www.facebook.com/thepalacehotelTearoha/ - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 404 1405 258
2017-01-29 05:19:05 GET /https:/www.youtube.com/embed/Epe_nOIyGQ8 - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 404 1405 244
2017-01-29 05:19:05 GET /https:/www.google.com/maps/embed - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 404 1405 422
2017-01-29 05:19:07 GET /js/data:image/gif;base64,R0lGODlhAQABAIAAAP/wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw== - 85.144.181.178 HTTP/1.1 Java/1.8.0_25 - 404 1405 288
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-01-29 06:05:55
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-01-29 06:05:55 GET / - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko - 200 3376 265
2017-01-29 06:05:55 GET /ionicons/css/ionicons.min.css - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 200 10932 334
2017-01-29 06:05:56 GET /css/style.css - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 200 5918 318
2017-01-29 06:05:56 GET /js/modernizr.js - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 200 19903 320
2017-01-29 06:05:56 GET /css/bootstrap.min.css - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 200 27806 326
2017-01-29 06:05:57 GET /js/jquery-2.1.1.js - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 200 97203 323
2017-01-29 06:05:57 GET /js/bootstrap.min.js - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 200 13266 324
2017-01-29 06:05:57 GET /img/bg.jpg - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 200 95902 315
2017-01-29 06:05:57 GET /js/menu.js - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 200 1168 315
2017-01-29 06:05:58 GET /ionicons/fonts/ionicons.eot - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 200 120989 378
2017-01-29 06:05:58 GET /js/animated-headline.js - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 200 2209 328
2017-01-29 06:05:58 GET /js/isotope.pkgd.min.js - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 200 13789 327
2017-01-29 06:05:58 GET /js/custom.js - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 200 1191 317
2017-01-29 06:05:58 GET /img/logo.png - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 200 22564 317
2017-01-29 06:06:00 GET /img/img6.jpg - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 200 1235277 317
2017-01-29 06:06:02 GET /img/img2.jpg - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 200 1266298 317
2017-01-29 06:06:02 GET /img/img3.jpg - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 200 1188783 317
2017-01-29 06:06:04 GET /img/img4.jpg - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 200 1243133 317
2017-01-29 06:06:04 GET /img/img5.jpg - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 200 1134136 317
2017-01-29 06:06:06 GET /img/img3_1.jpg - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 200 1125686 319
2017-01-29 06:06:06 GET /img/img7.jpg - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 200 1155627 317
2017-01-29 06:06:08 GET /img/img8.jpg - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 200 1146016 317
2017-01-29 06:06:08 GET /img/img9.jpg - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 200 524288 317
2017-01-29 06:06:09 GET /img/img10.jpg - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 200 524288 318
2017-01-29 06:06:10 GET / - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko - 304 210 461
2017-01-29 06:06:10 GET /css/bootstrap.min.css - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 304 211 412
2017-01-29 06:06:10 GET /ionicons/css/ionicons.min.css - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 304 211 420
2017-01-29 06:06:11 GET /css/style.css - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 304 210 403
2017-01-29 06:06:11 GET /js/modernizr.js - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 304 211 406
2017-01-29 06:06:11 GET /img/logo.png - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 304 211 403
2017-01-29 06:06:11 GET /img/img6.jpg - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 304 211 403
2017-01-29 06:06:12 GET /ionicons/fonts/ionicons.eot - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 304 211 464
2017-01-29 06:06:12 GET /js/jquery-2.1.1.js - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 304 211 409
2017-01-29 06:06:12 GET /img/img2.jpg - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 304 211 403
2017-01-29 06:06:12 GET /img/img3.jpg - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 304 211 403
2017-01-29 06:06:12 GET /js/bootstrap.min.js - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 304 211 410
2017-01-29 06:06:12 GET /img/img4.jpg - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 304 211 403
2017-01-29 06:06:12 GET /img/img5.jpg - 186.29.155.53 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.palacehotel.co.nz/ 304 211 403
