#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-20 07:44:55
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-20 07:44:54 GET / - 112.5.243.150 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 https://www.blog4u.top/how-to-generate-traffic-to-your-website-fast/68646325/ 200 13729 413
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-20 08:08:47
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-21 01:18:33 GET / - 69.171.251.20 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 103212 221
2018-10-21 01:18:34 GET /images/gallery/gallery-4.jpg - 69.171.251.9 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 14470 249
2018-10-21 01:18:34 GET /images/gallery/gallery-1.jpg - 69.171.251.21 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 16168 249
2018-10-21 01:18:34 GET /images/gallery/gallery-2.jpg - 69.171.251.8 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 16826 249
2018-10-21 01:18:34 GET /images/gallery/gallery-3.jpg - 69.171.251.9 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 14767 249
2018-10-21 01:18:34 GET /images/gallery/gallery-6.jpg - 69.171.251.9 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 20264 249
2018-10-21 01:18:34 GET /images/gallery/gallery-5.jpg - 69.171.251.21 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 18184 249
2018-10-21 01:18:34 GET / - 69.171.251.8 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 103212 221
2018-10-21 01:18:34 GET / - 69.171.251.9 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 103212 221
2018-10-21 01:18:34 GET / - 69.171.251.8 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 103212 221
2018-10-21 01:18:34 GET / - 69.171.251.2 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 103212 221
2018-10-21 01:18:34 GET / - 69.171.251.8 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 103212 221
2018-10-21 01:18:34 GET / - 69.171.251.8 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 103212 221
2018-10-21 01:18:34 GET / - 69.171.251.10 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 103212 221
2018-10-21 01:18:34 GET / - 69.171.251.10 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 103212 221
2018-10-21 01:18:34 GET / - 69.171.251.7 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 103212 221
2018-10-21 01:18:34 GET / - 69.171.251.9 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 103212 221
2018-10-21 01:18:34 GET / - 69.171.251.12 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 103212 221
2018-10-21 01:18:34 GET / - 69.171.251.21 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 103212 221
2018-10-21 01:18:34 GET / - 69.171.251.7 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 103212 221
2018-10-21 01:18:34 GET / - 69.171.251.8 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 103212 221
2018-10-21 01:18:34 GET / - 69.171.251.7 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 103212 221
2018-10-21 01:18:36 GET /images/events/event-1.jpg - 69.171.251.21 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 524609 246
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-21 03:09:38
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-21 03:09:37 GET /images/gallery/gallery-2.jpg - 66.249.79.147 HTTP/1.1 Googlebot-Image/1.0 - 304 211 263
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-21 03:43:44
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-21 03:43:44 GET / - 66.249.79.170 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 13729 420
2018-10-21 03:44:57 GET / - 66.249.79.149 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 13729 424
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-21 04:50:04
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-21 04:50:04 GET / - 66.249.79.153 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 13729 298
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-21 05:17:09
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-21 05:17:08 GET / - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 https://www.google.co.nz/ 200 13729 474
2018-10-21 05:17:08 GET /style.css - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 5866 390
2018-10-21 05:17:08 GET /js/prettyphoto/css/prettyPhoto.css - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 4101 415
2018-10-21 05:17:08 GET /css/colors.css - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 3308 395
2018-10-21 05:17:08 GET /images/blog/blog-1.jpg - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 14403 424
2018-10-21 05:17:08 GET /images/logo-big.png - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 16600 421
2018-10-21 05:17:08 GET /js/jquery.easing.min.js - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 2644 389
2018-10-21 05:17:08 GET /js/prettyphoto/js/jquery.prettyPhoto.js - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 8007 405
2018-10-21 05:17:08 GET /js/jquery.isotope.min.js - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 6559 390
2018-10-21 05:17:10 GET /css/bootstrap/css/bootstrap.min.css - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 22905 416
2018-10-21 05:17:10 GET /js/jquery.flexslider-min.js - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 8289 393
2018-10-21 05:17:10 GET /css/bootstrap/js/bootstrap.min.js - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 9762 399
2018-10-21 05:17:10 GET /js/jquery.form.min.js - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 5510 387
2018-10-21 05:17:10 GET /js/contactform.js - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 1385 383
2018-10-21 05:17:10 GET /js/jquery.nicescroll.min.js - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 21445 393
2018-10-21 05:17:10 GET /js/init.js - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 1800 376
2018-10-21 05:17:10 GET /images/events/event-4.jpg - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 16101 427
2018-10-21 05:17:10 GET /css/bootstrap/fonts/glyphicons-halflings-regular.woff - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/css/bootstrap/css/bootstrap.min.css 404 1405 492
2018-10-21 05:17:13 GET /images/events/event-1.jpg - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 608557 427
2018-10-21 05:17:13 GET /css/bootstrap/fonts/glyphicons-halflings-regular.ttf - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/css/bootstrap/css/bootstrap.min.css 200 29775 491
2018-10-21 05:17:15 GET /images/team/member-2.jpg - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 594701 426
2018-10-21 05:17:15 GET /images/bkgs/home-bkg.jpg - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 275939 426
2018-10-21 05:17:15 GET /images/gallery/gallery-1.jpg - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 16100 430
2018-10-21 05:17:15 GET /images/gallery/gallery-2.jpg - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 16758 430
2018-10-21 05:17:15 GET /images/gallery/gallery-3.jpg - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 14699 430
2018-10-21 05:17:16 GET /images/team/member-1.jpg - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 593475 426
2018-10-21 05:17:16 GET /images/gallery/gallery-4.jpg - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 14402 430
2018-10-21 05:17:16 GET /images/gallery/gallery-5.jpg - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 18116 430
2018-10-21 05:17:16 GET /images/icon-facebook.png - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/style.css 200 1874 435
2018-10-21 05:17:16 GET /images/gallery/gallery-6.jpg - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 20196 430
2018-10-21 05:17:16 GET /images/toggle-plus.png - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/style.css 200 1206 433
2018-10-21 05:17:16 GET /images/team/member-3.jpg - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 587295 426
2018-10-21 05:17:16 GET /images/bkgs/section-bkg.jpg - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 130166 429
2018-10-21 05:17:17 GET /images/flexslider-arrows.png - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/style.css 200 1827 439
2018-10-21 05:17:17 GET /images/toggle-minus.png - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/style.css 200 1196 434
2018-10-21 05:17:17 GET /images/events/event-2.jpg - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 595360 427
2018-10-21 05:17:20 GET /images/events/event-3.jpg - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 598125 427
2018-10-21 05:17:20 GET /images/favicon.ico - 150.107.173.222 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+F3115+Build/33.3.A.0.131)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 404 1405 420
