#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-06-28 07:39:17
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-06-28 07:39:17 GET / - 180.76.15.151 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 837 223
2017-06-28 23:09:08 GET /app/etc/local.xml - 162.144.149.17 HTTP/1.1 Microsoft+Internet+Explorer/4.0b1+(Windows+95) - 404 1405 171
2017-06-28 23:09:08 GET /magmi/web/download_file.php - 162.144.149.17 HTTP/1.1 Microsoft+Internet+Explorer/4.0b1+(Windows+95) - 404 1405 205
2017-06-28 23:09:09 GET /web/download_file.php - 162.144.149.17 HTTP/1.1 Microsoft+Internet+Explorer/4.0b1+(Windows+95) - 404 1405 199
2017-06-28 23:09:10 GET /admin/Cms_Wysiwyg/directive/ - 162.144.149.17 HTTP/1.1 Microsoft+Internet+Explorer/4.0b1+(Windows+95) - 404 1405 1121
2017-06-28 23:09:11 GET /app/etc/local.xml - 162.144.149.17 HTTP/1.1 Microsoft+Internet+Explorer/4.0b1+(Windows+95) - 404 1405 171
2017-06-28 23:09:11 GET /admin/Cms_Wysiwyg/directive/ - 162.144.149.17 HTTP/1.1 Microsoft+Internet+Explorer/4.0b1+(Windows+95) - 404 1405 1121
2017-06-28 23:09:11 GET /magmi/web/download_file.php - 162.144.149.17 HTTP/1.1 Microsoft+Internet+Explorer/4.0b1+(Windows+95) - 404 1405 205
2017-06-28 23:09:36 GET /web/download_file.php - 162.144.149.17 HTTP/1.1 Microsoft+Internet+Explorer/4.0b1+(Windows+95) - 404 1405 199
2017-06-28 23:09:36 GET /admin/Cms_Wysiwyg/directive/ - 162.144.149.17 HTTP/1.1 Microsoft+Internet+Explorer/4.0b1+(Windows+95) - 404 1405 1121
2017-06-28 23:09:37 GET /admin/Cms_Wysiwyg/directive/ - 162.144.149.17 HTTP/1.1 Microsoft+Internet+Explorer/4.0b1+(Windows+95) - 404 1405 1121
2017-06-28 23:09:41 GET /admin/Cms_Wysiwyg/directive/ - 162.144.149.17 HTTP/1.1 Microsoft+Internet+Explorer/4.0b1+(Windows+95) - 404 1405 1121
2017-06-28 23:09:42 GET /admin/Cms_Wysiwyg/directive/ - 162.144.149.17 HTTP/1.1 Microsoft+Internet+Explorer/4.0b1+(Windows+95) - 404 1405 1121
2017-06-28 23:09:45 GET /admin/Cms_Wysiwyg/directive/ - 162.144.149.17 HTTP/1.1 Microsoft+Internet+Explorer/4.0b1+(Windows+95) - 404 1405 1121
2017-06-28 23:09:45 GET /admin/Cms_Wysiwyg/directive/ - 162.144.149.17 HTTP/1.1 Microsoft+Internet+Explorer/4.0b1+(Windows+95) - 404 1405 1121
2017-06-28 23:09:45 GET /downloader/ - 162.144.149.17 HTTP/1.1 Microsoft+Internet+Explorer/4.0b1+(Windows+95) - 404 1405 165
2017-06-28 23:09:47 GET /api/xmlrpc - 162.144.149.17 HTTP/1.1 Microsoft+Internet+Explorer/4.0b1+(Windows+95) - 404 1405 164
2017-06-28 23:10:44 GET /downloader/ - 162.144.149.17 HTTP/1.1 Microsoft+Internet+Explorer/4.0b1+(Windows+95) - 404 1405 165
2017-06-28 23:11:20 GET /api/xmlrpc - 162.144.149.17 HTTP/1.1 Microsoft+Internet+Explorer/4.0b1+(Windows+95) - 404 1405 164
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-06-29 02:56:06
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-06-29 02:56:06 GET /robots.txt - 66.249.79.89 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 231
2017-06-29 02:56:06 GET /no-bull-rodeo-2011.html - 66.249.79.87 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 321
2017-06-29 03:01:11 GET /Map.html - 66.249.79.87 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 306
